,Time,VarName,Value
388,86400.0,"combiTimeTable_huanchong.table[6, 1]",30600.0
389,86400.0,"combiTimeTable_huanchong.table[6, 2]",0.6769587397575378
390,86400.0,"combiTimeTable_huanchong.table[7, 1]",36000.0
391,86400.0,"combiTimeTable_huanchong.table[7, 2]",0.6036192178726196
392,86400.0,"combiTimeTable_huanchong.table[8, 1]",36060.0
393,86400.0,"combiTimeTable_huanchong.table[8, 2]",0.539214551448822
394,86400.0,"combiTimeTable_huanchong.table[9, 1]",37800.0
395,86400.0,"combiTimeTable_huanchong.table[9, 2]",0.6225116848945618
396,86400.0,combiTimeTable_huanchong.timeScale,1.0
397,86400.0,combiTimeTable_huanchong.verboseRead,1.0
398,86400.0,combiTimeTable_huanchong.y[1],0.967655599117279
399,86400.0,combiTimeTable_weisheng.columns[1],2.0
400,86400.0,combiTimeTable_weisheng.extrapolation,2.0
401,86400.0,combiTimeTable_weisheng.nout,1.0
402,86400.0,combiTimeTable_weisheng.offset[1],0.0
403,86400.0,combiTimeTable_weisheng.smoothness,3.0
404,86400.0,combiTimeTable_weisheng.startTime,0.0
405,86400.0,combiTimeTable_weisheng.t_max,86400.0
406,86400.0,combiTimeTable_weisheng.t_maxScaled,86400.0
407,86400.0,combiTimeTable_weisheng.t_min,0.0
408,86400.0,combiTimeTable_weisheng.t_minScaled,0.0
409,86400.0,combiTimeTable_weisheng.tableOnFile,0.0
410,86400.0,"combiTimeTable_weisheng.table[1, 1]",0.0
411,86400.0,"combiTimeTable_weisheng.table[1, 2]",0.30000001192092896
412,86400.0,"combiTimeTable_weisheng.table[10, 1]",37860.0
413,86400.0,"combiTimeTable_weisheng.table[10, 2]",0.766110360622406
414,86400.0,"combiTimeTable_weisheng.table[11, 1]",43140.0
415,86400.0,"combiTimeTable_weisheng.table[11, 2]",0.6085628867149353
416,86400.0,"combiTimeTable_weisheng.table[12, 1]",43200.0
417,86400.0,"combiTimeTable_weisheng.table[12, 2]",0.6604865193367004
418,86400.0,"combiTimeTable_weisheng.table[13, 1]",44940.0
419,86400.0,"combiTimeTable_weisheng.table[13, 2]",0.6342311501502991
420,86400.0,"combiTimeTable_weisheng.table[14, 1]",45000.0
421,86400.0,"combiTimeTable_weisheng.table[14, 2]",0.30000001192092896
422,86400.0,"combiTimeTable_weisheng.table[15, 1]",48540.0
423,86400.0,"combiTimeTable_weisheng.table[15, 2]",0.9829739928245544
424,86400.0,"combiTimeTable_weisheng.table[16, 1]",48600.0
425,86400.0,"combiTimeTable_weisheng.table[16, 2]",0.8807082772254944
426,86400.0,"combiTimeTable_weisheng.table[17, 1]",53940.0
427,86400.0,"combiTimeTable_weisheng.table[17, 2]",0.9033492803573608
428,86400.0,"combiTimeTable_weisheng.table[18, 1]",54000.0
429,86400.0,"combiTimeTable_weisheng.table[18, 2]",0.8549179434776306
430,86400.0,"combiTimeTable_weisheng.table[19, 1]",55740.0
431,86400.0,"combiTimeTable_weisheng.table[19, 2]",0.8485987186431885
432,86400.0,"combiTimeTable_weisheng.table[2, 1]",25200.0
433,86400.0,"combiTimeTable_weisheng.table[2, 2]",0.64280766248703
434,86400.0,"combiTimeTable_weisheng.table[20, 1]",55800.0
435,86400.0,"combiTimeTable_weisheng.table[20, 2]",0.7320789098739624
436,86400.0,"combiTimeTable_weisheng.table[21, 1]",64740.0
437,86400.0,"combiTimeTable_weisheng.table[21, 2]",0.9900000095367432
438,86400.0,"combiTimeTable_weisheng.table[22, 1]",64800.0
439,86400.0,"combiTimeTable_weisheng.table[22, 2]",0.798109769821167
440,86400.0,"combiTimeTable_weisheng.table[23, 1]",66540.0
441,86400.0,"combiTimeTable_weisheng.table[23, 2]",0.5516473054885864
442,86400.0,"combiTimeTable_weisheng.table[24, 1]",66600.0
443,86400.0,"combiTimeTable_weisheng.table[24, 2]",0.585384726524353
444,86400.0,"combiTimeTable_weisheng.table[25, 1]",68400.0
445,86400.0,"combiTimeTable_weisheng.table[25, 2]",0.7093212008476257
446,86400.0,"combiTimeTable_weisheng.table[26, 1]",86400.0
447,86400.0,"combiTimeTable_weisheng.table[26, 2]",0.8629375696182251
448,86400.0,"combiTimeTable_weisheng.table[3, 1]",28740.0
449,86400.0,"combiTimeTable_weisheng.table[3, 2]",0.7600268721580505
450,86400.0,"combiTimeTable_weisheng.table[4, 1]",28800.0
451,86400.0,"combiTimeTable_weisheng.table[4, 2]",0.9900000095367432
452,86400.0,"combiTimeTable_weisheng.table[5, 1]",30540.0
453,86400.0,"combiTimeTable_weisheng.table[5, 2]",0.30000001192092896
454,86400.0,"combiTimeTable_weisheng.table[6, 1]",30600.0
455,86400.0,"combiTimeTable_weisheng.table[6, 2]",0.30000001192092896
456,86400.0,"combiTimeTable_weisheng.table[7, 1]",36000.0
457,86400.0,"combiTimeTable_weisheng.table[7, 2]",0.920563817024231
458,86400.0,"combiTimeTable_weisheng.table[8, 1]",36060.0
459,86400.0,"combiTimeTable_weisheng.table[8, 2]",0.7040567398071289
460,86400.0,"combiTimeTable_weisheng.table[9, 1]",37800.0
